C:/research/jEdit5.3.0/src/de/masters_of_disaster/ant/tasks/ar/ArUtils.java,16,28,C:/research/jEdit5.3.0/src/installer/TarHeader.java,261,291
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/ActionListHandler.java,144,155,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/DockableWindowFactory.java,297,308
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/ActionListHandler.java,175,182,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/DockableWindowFactory.java,368,375
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/ActionListHandler.java,144,155,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/pluginmgr/PluginListHandler.java,203,213
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/ActionListHandler.java,175,182,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/ServiceListHandler.java,139,146
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/ActionListHandler.java,144,155,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/pluginmgr/MirrorListHandler.java,103,113
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/BufferOptions.java,126,133,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/options/StatusBarOptionPane.java,557,581
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/CloseDialog.java,157,228,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/BufferOptions.java,126,133
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/BufferOptions.java,126,133,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/options/ToolBarOptionPane.java,724,760
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/BufferOptions.java,126,133,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/AddModeDialog.java,163,190
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/BufferOptions.java,126,133,C:/research/jEdit5.3.0/src/org/jedit/options/TabbedOptionDialog.java,140,156
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/ContextAddDialog.java,227,242,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/BufferOptions.java,126,133
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/HistoryTextField.java,291,319,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/HistoryTextArea.java,180,198
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/CloseDialog.java,157,228,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/SelectLineRange.java,125,132
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/ContextAddDialog.java,227,242,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/SelectLineRange.java,125,132
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/BufferOptions.java,126,133,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/SelectLineRange.java,125,132
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/BufferOptions.java,126,133,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/StyleEditor.java,178,189
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/FilteredListModel.java,236,246,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/FilteredTableModel.java,290,300
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/BufferOptions.java,126,133,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/OptionsDialog.java,141,158
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/SelectLineRange.java,125,132,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/AddModeDialog.java,163,190
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/statusbar/ErrorsWidgetFactory.java,113,123,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/statusbar/ClockWidgetFactory.java,89,104
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/InputHandler.java,414,470,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/input/TextAreaInputHandler.java,336,345
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/SelectLineRange.java,125,132,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/StyleEditor.java,178,189
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/SelectLineRange.java,125,132,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/OptionsDialog.java,141,158
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/InputHandler.java,473,517,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/input/TextAreaInputHandler.java,348,361
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/io/FavoritesVFS.java,247,258,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/io/FileRootsVFS.java,162,172
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/JCheckBoxList.java,316,328,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/options/DockingOptionPane.java,313,323
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/EnhancedButton.java,83,91,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/menu/EnhancedCheckBoxMenuItem.java,178,187
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/EnhancedButton.java,93,102,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/menu/EnhancedCheckBoxMenuItem.java,189,199
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/EnhancedButton.java,104,112,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/menu/EnhancedCheckBoxMenuItem.java,201,210
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/EnhancedButton.java,93,102,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/menu/EnhancedMenuItem.java,170,179
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/SelectLineRange.java,125,132,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/options/ToolBarOptionPane.java,724,760
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/DockableWindowFactory.java,368,375,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/ServiceListHandler.java,139,146
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/DockableWindowFactory.java,297,308,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/pluginmgr/MirrorListHandler.java,103,113
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/SelectLineRange.java,125,132,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/options/StatusBarOptionPane.java,557,581
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/DockableWindowFactory.java,297,308,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/pluginmgr/PluginListHandler.java,203,213
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/gui/SelectLineRange.java,125,132,C:/research/jEdit5.3.0/src/org/jedit/options/TabbedOptionDialog.java,140,156
C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/menu/EnhancedMenuItem.java,91,101,C:/research/jEdit5.3.0/src/org/gjt/sp/jedit/menu/EnhancedCheckBoxMenuItem.java,96,107
